TOP.5aca1883.00071e58	START
TOP.5aca1b42.0008146b	user_options->increment_max	256
TOP.5aca1b42.0008146b	user_options->increment_min	1
TOP.5aca1b42.0008146b	user_options->keep_guessing	0
TOP.5aca1b42.0008146b	user_options->kernel_accel	0
TOP.5aca1b42.0008146b	user_options->kernel_loops	0
TOP.5aca1b42.0008146b	user_options->keyspace	0
TOP.5aca1b42.0008146b	user_options->left	0
TOP.5aca1b42.0008146b	user_options->logfile_disable	0
TOP.5aca1b42.0008146b	user_options->loopback	0
TOP.5aca1b42.0008146b	user_options->machine_readable	0
TOP.5aca1b42.0008146b	user_options->markov_classic	0
TOP.5aca1b42.0008146b	user_options->markov_disable	0
TOP.5aca1b42.0008146b	user_options->markov_threshold	256
TOP.5aca1b42.0008146b	user_options->nvidia_spin_damp	100
TOP.5aca1b42.0008146b	user_options->opencl_info	0
TOP.5aca1b42.0008146b	user_options->opencl_vector_width	0
TOP.5aca1b42.0008146b	user_options->optimized_kernel_enable	0
TOP.5aca1b42.0008146b	user_options->outfile_autohex	1
TOP.5aca1b42.0008146b	user_options->outfile_check_timer	5
TOP.5aca1b42.0008146b	user_options->outfile_format	3
TOP.5aca1b42.0008146b	user_options->wordlist_autohex_disable	0
TOP.5aca1b42.0008146b	user_options->potfile_disable	1
TOP.5aca1b42.0008146b	user_options->progress_only	0
TOP.5aca1b42.0008146b	user_options->quiet	0
TOP.5aca1b42.0008146b	user_options->remove	0
TOP.5aca1b42.0008146b	user_options->remove_timer	60
TOP.5aca1b42.0008146b	user_options->restore	0
TOP.5aca1b42.0008146b	user_options->restore_disable	0
TOP.5aca1b42.0008146b	user_options->restore_timer	60
TOP.5aca1b42.0008146b	user_options->rp_files_cnt	0
TOP.5aca1b42.0008146b	user_options->rp_gen	0
TOP.5aca1b42.0008146b	user_options->rp_gen_func_max	4
TOP.5aca1b42.0008146b	user_options->rp_gen_func_min	1
TOP.5aca1b42.0008146b	user_options->rp_gen_seed	0
TOP.5aca1b42.0008146b	user_options->runtime	0
TOP.5aca1b42.0008146b	user_options->scrypt_tmto	0
TOP.5aca1b42.0008146b	user_options->segment_size	33554432
TOP.5aca1b42.0008146b	user_options->self_test_disable	0
TOP.5aca1b42.0008146b	user_options->show	0
TOP.5aca1b42.0008146b	user_options->speed_only	0
TOP.5aca1b42.0008146b	user_options->status	0
TOP.5aca1b42.0008146b	user_options->status_timer	10
TOP.5aca1b42.0008146b	user_options->stdout_flag	0
TOP.5aca1b42.0008146b	user_options->usage	0
TOP.5aca1b42.0008146b	user_options->username	0
TOP.5aca1b42.0008146b	user_options->veracrypt_pim	0
TOP.5aca1b42.0008146b	user_options->version	0
TOP.5aca1b42.0008146b	user_options->workload_profile	2
TOP.5aca1b42.0008146b	hashes->hashfile	..\hash\1.hash
TOP.5aca1b42.0008146b	hashes->hashlist_mode	4
TOP.5aca1b42.0008146b	hashes->hashlist_format	0
TOP.5aca1b42.0008146b	hashes->hashes_cnt	0
TOP.5aca1b42.0008146b	hashes->digests_cnt	1
TOP.5aca1b42.0008146b	hashes->digests_done	0
TOP.5aca1b42.0008146b	hashes->salts_cnt	1
TOP.5aca1b42.0008146b	hashes->salts_done	0
TOP.5aca1b42.0008146b	SUB.5aca1b45.00004db4	START
TOP.5aca1b42.0008146b	SUB.5aca1b45.00004db4	mask_ctx->mask	?d?d?d?d?d
TOP.5aca1b42.0008146b	SUB.5aca1b45.00004db4	runtime_start	1523194693
TOP.5aca1b42.0008146b	SUB.5aca1b45.00004db4	runtime_stop	1523194693
TOP.5aca1b42.0008146b	SUB.5aca1b45.00004db4	status-after-work	6
TOP.5aca1b42.0008146b	SUB.5aca1b45.00004db4	STOP
TOP.5aca1b42.0008146b	proc_start	1523194690
TOP.5aca1b42.0008146b	proc_stop	1523194694
TOP.5aca1b42.0008146b	STOP
TOP.5aca1b58.00001e9f	START
TOP.5aca1b58.00001e9f	user_options->separator	:
TOP.5aca1b58.00001e9f	user_options->encoding_from	utf-8
TOP.5aca1b58.00001e9f	user_options->encoding_to	utf-8
TOP.5aca1b58.00001e9f	user_options->outfile	..\out\1.out
TOP.5aca1b58.00001e9f	user_options->rule_buf_l	:
TOP.5aca1b58.00001e9f	user_options->rule_buf_r	:
TOP.5aca1b58.00001e9f	user_options->session	hashcat
TOP.5aca1b58.00001e9f	user_options->limit	0
TOP.5aca1b58.00001e9f	user_options->skip	0
TOP.5aca1b58.00001e9f	user_options->attack_mode	3
TOP.5aca1b58.00001e9f	user_options->benchmark	0
TOP.5aca1b58.00001e9f	user_options->benchmark_all	0
TOP.5aca1b58.00001e9f	user_options->bitmap_max	24
TOP.5aca1b58.00001e9f	user_options->bitmap_min	16
TOP.5aca1b58.00001e9f	user_options->debug_mode	0
TOP.5aca1b58.00001e9f	user_options->example_hashes	0
TOP.5aca1b58.00001e9f	user_options->force	0
TOP.5aca1b58.00001e9f	user_options->gpu_temp_abort	90
TOP.5aca1b58.00001e9f	user_options->gpu_temp_disable	0
TOP.5aca1b58.00001e9f	user_options->hash_mode	0
TOP.5aca1b58.00001e9f	user_options->hex_charset	0
TOP.5aca1b58.00001e9f	user_options->hex_salt	0
TOP.5aca1b58.00001e9f	user_options->hex_wordlist	0
TOP.5aca1b58.00001e9f	user_options->increment	0
TOP.5aca1b58.00001e9f	user_options->increment_max	256
TOP.5aca1b58.00001e9f	user_options->increment_min	1
TOP.5aca1b58.00001e9f	user_options->keep_guessing	0
TOP.5aca1b58.00001e9f	user_options->kernel_accel	0
TOP.5aca1b58.00001e9f	user_options->kernel_loops	0
TOP.5aca1b58.00001e9f	user_options->keyspace	0
TOP.5aca1b58.00001e9f	user_options->left	0
TOP.5aca1b58.00001e9f	user_options->logfile_disable	0
TOP.5aca1b58.00001e9f	user_options->loopback	0
TOP.5aca1b58.00001e9f	user_options->machine_readable	0
TOP.5aca1b58.00001e9f	user_options->markov_classic	0
TOP.5aca1b58.00001e9f	user_options->markov_disable	0
TOP.5aca1b58.00001e9f	user_options->markov_threshold	256
TOP.5aca1b58.00001e9f	user_options->nvidia_spin_damp	100
TOP.5aca1b58.00001e9f	user_options->opencl_info	0
TOP.5aca1b58.00001e9f	user_options->opencl_vector_width	0
TOP.5aca1b58.00001e9f	user_options->optimized_kernel_enable	0
TOP.5aca1b58.00001e9f	user_options->outfile_autohex	1
TOP.5aca1b58.00001e9f	user_options->outfile_check_timer	5
TOP.5aca1b58.00001e9f	user_options->outfile_format	3
TOP.5aca1b58.00001e9f	user_options->wordlist_autohex_disable	0
TOP.5aca1b58.00001e9f	user_options->potfile_disable	1
TOP.5aca1b58.00001e9f	user_options->progress_only	0
TOP.5aca1b58.00001e9f	user_options->quiet	0
TOP.5aca1b58.00001e9f	user_options->remove	0
TOP.5aca1b58.00001e9f	user_options->remove_timer	60
TOP.5aca1b58.00001e9f	user_options->restore	0
TOP.5aca1b58.00001e9f	user_options->restore_disable	0
TOP.5aca1b58.00001e9f	user_options->restore_timer	60
TOP.5aca1b58.00001e9f	user_options->rp_files_cnt	0
TOP.5aca1b58.00001e9f	user_options->rp_gen	0
TOP.5aca1b58.00001e9f	user_options->rp_gen_func_max	4
TOP.5aca1b58.00001e9f	user_options->rp_gen_func_min	1
TOP.5aca1b58.00001e9f	user_options->rp_gen_seed	0
TOP.5aca1b58.00001e9f	user_options->runtime	0
TOP.5aca1b58.00001e9f	user_options->scrypt_tmto	0
TOP.5aca1b58.00001e9f	user_options->segment_size	33554432
TOP.5aca1b58.00001e9f	user_options->self_test_disable	0
TOP.5aca1b58.00001e9f	user_options->show	0
TOP.5aca1b58.00001e9f	user_options->speed_only	0
TOP.5aca1b58.00001e9f	user_options->status	0
TOP.5aca1b58.00001e9f	user_options->status_timer	10
TOP.5aca1b58.00001e9f	user_options->stdout_flag	0
TOP.5aca1b58.00001e9f	user_options->usage	0
TOP.5aca1b58.00001e9f	user_options->username	0
TOP.5aca1b58.00001e9f	user_options->veracrypt_pim	0
TOP.5aca1b58.00001e9f	user_options->version	0
TOP.5aca1b58.00001e9f	user_options->workload_profile	2
TOP.5aca1b58.00001e9f	hashes->hashfile	..\hash\1.hash
TOP.5aca1b58.00001e9f	hashes->hashlist_mode	4
TOP.5aca1b58.00001e9f	hashes->hashlist_format	0
TOP.5aca1b58.00001e9f	hashes->hashes_cnt	0
TOP.5aca1b58.00001e9f	hashes->digests_cnt	1
TOP.5aca1b58.00001e9f	hashes->digests_done	0
TOP.5aca1b58.00001e9f	hashes->salts_cnt	1
TOP.5aca1b58.00001e9f	hashes->salts_done	0
TOP.5aca1b58.00001e9f	SUB.5aca1b5a.0007cc99	START
TOP.5aca1b58.00001e9f	SUB.5aca1b5a.0007cc99	mask_ctx->mask	?d?d?d?d?d
TOP.5aca1b58.00001e9f	SUB.5aca1b5a.0007cc99	runtime_start	1523194714
TOP.5aca1b58.00001e9f	SUB.5aca1b5a.0007cc99	runtime_stop	1523194714
TOP.5aca1b58.00001e9f	SUB.5aca1b5a.0007cc99	status-after-work	6
TOP.5aca1b58.00001e9f	SUB.5aca1b5a.0007cc99	STOP
TOP.5aca1b58.00001e9f	proc_start	1523194712
TOP.5aca1b58.00001e9f	proc_stop	1523194715
TOP.5aca1b58.00001e9f	STOP
TOP.5aca1b8c.000757c0	START
TOP.5aca1b8c.000757c0	user_options->separator	:
TOP.5aca1b8c.000757c0	user_options->encoding_from	utf-8
TOP.5aca1b8c.000757c0	user_options->encoding_to	utf-8
TOP.5aca1b8c.000757c0	user_options->outfile	..\out\1.out
TOP.5aca1b8c.000757c0	user_options->rule_buf_l	:
TOP.5aca1b8c.000757c0	user_options->rule_buf_r	:
TOP.5aca1b8c.000757c0	user_options->session	hashcat
TOP.5aca1b8c.000757c0	user_options->limit	0
TOP.5aca1b8c.000757c0	user_options->skip	0
TOP.5aca1b8c.000757c0	user_options->attack_mode	3
TOP.5aca1b8c.000757c0	user_options->benchmark	0
TOP.5aca1b8c.000757c0	user_options->benchmark_all	0
TOP.5aca1b8c.000757c0	user_options->bitmap_max	24
TOP.5aca1b8c.000757c0	user_options->bitmap_min	16
TOP.5aca1b8c.000757c0	user_options->debug_mode	0
TOP.5aca1b8c.000757c0	user_options->example_hashes	0
TOP.5aca1b8c.000757c0	user_options->force	0
TOP.5aca1b8c.000757c0	user_options->gpu_temp_abort	90
TOP.5aca1b8c.000757c0	user_options->gpu_temp_disable	0
TOP.5aca1b8c.000757c0	user_options->hash_mode	0
TOP.5aca1b8c.000757c0	user_options->hex_charset	0
TOP.5aca1b8c.000757c0	user_options->hex_salt	0
TOP.5aca1b8c.000757c0	user_options->hex_wordlist	0
TOP.5aca1b8c.000757c0	user_options->increment	0
TOP.5aca1b8c.000757c0	user_options->increment_max	256
TOP.5aca1b8c.000757c0	user_options->increment_min	1
TOP.5aca1b8c.000757c0	user_options->keep_guessing	0
TOP.5aca1b8c.000757c0	user_options->kernel_accel	0
TOP.5aca1b8c.000757c0	user_options->kernel_loops	0
TOP.5aca1b8c.000757c0	user_options->keyspace	0
TOP.5aca1b8c.000757c0	user_options->left	0
TOP.5aca1b8c.000757c0	user_options->logfile_disable	0
TOP.5aca1b8c.000757c0	user_options->loopback	0
TOP.5aca1b8c.000757c0	user_options->machine_readable	0
TOP.5aca1b8c.000757c0	user_options->markov_classic	0
TOP.5aca1b8c.000757c0	user_options->markov_disable	0
TOP.5aca1b8c.000757c0	user_options->markov_threshold	256
TOP.5aca1b8c.000757c0	user_options->nvidia_spin_damp	100
TOP.5aca1b8c.000757c0	user_options->opencl_info	0
TOP.5aca1b8c.000757c0	user_options->opencl_vector_width	0
TOP.5aca1b8c.000757c0	user_options->optimized_kernel_enable	0
TOP.5aca1b8c.000757c0	user_options->outfile_autohex	1
TOP.5aca1b8c.000757c0	user_options->outfile_check_timer	5
TOP.5aca1b8c.000757c0	user_options->outfile_format	3
TOP.5aca1b8c.000757c0	user_options->wordlist_autohex_disable	0
TOP.5aca1b8c.000757c0	user_options->potfile_disable	1
TOP.5aca1b8c.000757c0	user_options->progress_only	0
TOP.5aca1b8c.000757c0	user_options->quiet	0
TOP.5aca1b8c.000757c0	user_options->remove	0
TOP.5aca1b8c.000757c0	user_options->remove_timer	60
TOP.5aca1b8c.000757c0	user_options->restore	0
TOP.5aca1b8c.000757c0	user_options->restore_disable	0
TOP.5aca1b8c.000757c0	user_options->restore_timer	60
TOP.5aca1b8c.000757c0	user_options->rp_files_cnt	0
TOP.5aca1b8c.000757c0	user_options->rp_gen	0
TOP.5aca1b8c.000757c0	user_options->rp_gen_func_max	4
TOP.5aca1b8c.000757c0	user_options->rp_gen_func_min	1
TOP.5aca1b8c.000757c0	user_options->rp_gen_seed	0
TOP.5aca1b8c.000757c0	user_options->runtime	0
TOP.5aca1b8c.000757c0	user_options->scrypt_tmto	0
TOP.5aca1b8c.000757c0	user_options->segment_size	33554432
TOP.5aca1b8c.000757c0	user_options->self_test_disable	0
TOP.5aca1b8c.000757c0	user_options->show	0
TOP.5aca1b8c.000757c0	user_options->speed_only	0
TOP.5aca1b8c.000757c0	user_options->status	0
TOP.5aca1b8c.000757c0	user_options->status_timer	10
TOP.5aca1b8c.000757c0	user_options->stdout_flag	0
TOP.5aca1b8c.000757c0	user_options->usage	0
TOP.5aca1b8c.000757c0	user_options->username	0
TOP.5aca1b8c.000757c0	user_options->veracrypt_pim	0
TOP.5aca1b8c.000757c0	user_options->version	0
TOP.5aca1b8c.000757c0	user_options->workload_profile	2
TOP.5aca1b8c.000757c0	hashes->hashfile	..\hash\1.hash
TOP.5aca1b8c.000757c0	hashes->hashlist_mode	4
TOP.5aca1b8c.000757c0	hashes->hashlist_format	0
TOP.5aca1b8c.000757c0	hashes->hashes_cnt	0
TOP.5aca1b8c.000757c0	hashes->digests_cnt	1
TOP.5aca1b8c.000757c0	hashes->digests_done	0
TOP.5aca1b8c.000757c0	hashes->salts_cnt	1
TOP.5aca1b8c.000757c0	hashes->salts_done	0
TOP.5aca1b8c.000757c0	SUB.5aca1b8f.0000cccf	START
TOP.5aca1b8c.000757c0	SUB.5aca1b8f.0000cccf	mask_ctx->mask	?d?d?d?d?d
TOP.5aca1b8c.000757c0	SUB.5aca1b8f.0000cccf	runtime_start	1523194767
TOP.5aca1b8c.000757c0	SUB.5aca1b8f.0000cccf	runtime_stop	1523194767
TOP.5aca1b8c.000757c0	SUB.5aca1b8f.0000cccf	status-after-work	6
TOP.5aca1b8c.000757c0	SUB.5aca1b8f.0000cccf	STOP
TOP.5aca1b8c.000757c0	proc_start	1523194764
TOP.5aca1b8c.000757c0	proc_stop	1523194768
TOP.5aca1b8c.000757c0	STOP
TOP.5aca1bc2.00019b47	START
TOP.5aca1bc2.00019b47	user_options->separator	:
TOP.5aca1bc2.00019b47	user_options->encoding_from	utf-8
TOP.5aca1bc2.00019b47	user_options->encoding_to	utf-8
TOP.5aca1bc2.00019b47	user_options->outfile	..\out\1.out
TOP.5aca1bc2.00019b47	user_options->rule_buf_l	:
TOP.5aca1bc2.00019b47	user_options->rule_buf_r	:
TOP.5aca1bc2.00019b47	user_options->session	hashcat
TOP.5aca1bc2.00019b47	user_options->limit	0
TOP.5aca1bc2.00019b47	user_options->skip	0
TOP.5aca1bc2.00019b47	user_options->attack_mode	3
TOP.5aca1bc2.00019b47	user_options->benchmark	0
TOP.5aca1bc2.00019b47	user_options->benchmark_all	0
TOP.5aca1bc2.00019b47	user_options->bitmap_max	24
TOP.5aca1bc2.00019b47	user_options->bitmap_min	16
TOP.5aca1bc2.00019b47	user_options->debug_mode	0
TOP.5aca1bc2.00019b47	user_options->example_hashes	0
TOP.5aca1bc2.00019b47	user_options->force	0
TOP.5aca1bc2.00019b47	user_options->gpu_temp_abort	90
TOP.5aca1bc2.00019b47	user_options->gpu_temp_disable	0
TOP.5aca1bc2.00019b47	user_options->hash_mode	0
TOP.5aca1bc2.00019b47	user_options->hex_charset	0
TOP.5aca1bc2.00019b47	user_options->hex_salt	0
TOP.5aca1bc2.00019b47	user_options->hex_wordlist	0
TOP.5aca1bc2.00019b47	user_options->increment	0
TOP.5aca1bc2.00019b47	user_options->increment_max	256
TOP.5aca1bc2.00019b47	user_options->increment_min	1
TOP.5aca1bc2.00019b47	user_options->keep_guessing	0
TOP.5aca1bc2.00019b47	user_options->kernel_accel	0
TOP.5aca1bc2.00019b47	user_options->kernel_loops	0
TOP.5aca1bc2.00019b47	user_options->keyspace	0
TOP.5aca1bc2.00019b47	user_options->left	0
TOP.5aca1bc2.00019b47	user_options->logfile_disable	0
TOP.5aca1bc2.00019b47	user_options->loopback	0
TOP.5aca1bc2.00019b47	user_options->machine_readable	0
TOP.5aca1bc2.00019b47	user_options->markov_classic	0
TOP.5aca1bc2.00019b47	user_options->markov_disable	0
TOP.5aca1bc2.00019b47	user_options->markov_threshold	256
TOP.5aca1bc2.00019b47	user_options->nvidia_spin_damp	100
TOP.5aca1bc2.00019b47	user_options->opencl_info	0
TOP.5aca1bc2.00019b47	user_options->opencl_vector_width	0
TOP.5aca1bc2.00019b47	user_options->optimized_kernel_enable	0
TOP.5aca1bc2.00019b47	user_options->outfile_autohex	1
TOP.5aca1bc2.00019b47	user_options->outfile_check_timer	5
TOP.5aca1bc2.00019b47	user_options->outfile_format	3
TOP.5aca1bc2.00019b47	user_options->wordlist_autohex_disable	0
TOP.5aca1bc2.00019b47	user_options->potfile_disable	1
TOP.5aca1bc2.00019b47	user_options->progress_only	0
TOP.5aca1bc2.00019b47	user_options->quiet	0
TOP.5aca1bc2.00019b47	user_options->remove	0
TOP.5aca1bc2.00019b47	user_options->remove_timer	60
TOP.5aca1bc2.00019b47	user_options->restore	0
TOP.5aca1bc2.00019b47	user_options->restore_disable	0
TOP.5aca1bc2.00019b47	user_options->restore_timer	60
TOP.5aca1bc2.00019b47	user_options->rp_files_cnt	0
TOP.5aca1bc2.00019b47	user_options->rp_gen	0
TOP.5aca1bc2.00019b47	user_options->rp_gen_func_max	4
TOP.5aca1bc2.00019b47	user_options->rp_gen_func_min	1
TOP.5aca1bc2.00019b47	user_options->rp_gen_seed	0
TOP.5aca1bc2.00019b47	user_options->runtime	0
TOP.5aca1bc2.00019b47	user_options->scrypt_tmto	0
TOP.5aca1bc2.00019b47	user_options->segment_size	33554432
TOP.5aca1bc2.00019b47	user_options->self_test_disable	0
TOP.5aca1bc2.00019b47	user_options->show	0
TOP.5aca1bc2.00019b47	user_options->speed_only	0
TOP.5aca1bc2.00019b47	user_options->status	0
TOP.5aca1bc2.00019b47	user_options->status_timer	10
TOP.5aca1bc2.00019b47	user_options->stdout_flag	0
TOP.5aca1bc2.00019b47	user_options->usage	0
TOP.5aca1bc2.00019b47	user_options->username	0
TOP.5aca1bc2.00019b47	user_options->veracrypt_pim	0
TOP.5aca1bc2.00019b47	user_options->version	0
TOP.5aca1bc2.00019b47	user_options->workload_profile	2
TOP.5aca1bc2.00019b47	hashes->hashfile	..\hash\1.hash
TOP.5aca1bc2.00019b47	hashes->hashlist_mode	4
TOP.5aca1bc2.00019b47	hashes->hashlist_format	0
TOP.5aca1bc2.00019b47	hashes->hashes_cnt	0
TOP.5aca1bc2.00019b47	hashes->digests_cnt	1
TOP.5aca1bc2.00019b47	hashes->digests_done	0
TOP.5aca1bc2.00019b47	hashes->salts_cnt	1
TOP.5aca1bc2.00019b47	hashes->salts_done	0
TOP.5aca1bc2.00019b47	SUB.5aca1bc4.000a16f0	START
TOP.5aca1bc2.00019b47	SUB.5aca1bc4.000a16f0	mask_ctx->mask	?d?d?d?d?d
TOP.5aca1bc2.00019b47	SUB.5aca1bc4.000a16f0	runtime_start	1523194821
TOP.5aca1bc2.00019b47	SUB.5aca1bc4.000a16f0	runtime_stop	1523194821
TOP.5aca1bc2.00019b47	SUB.5aca1bc4.000a16f0	status-after-work	6
TOP.5aca1bc2.00019b47	SUB.5aca1bc4.000a16f0	STOP
TOP.5aca1bc2.00019b47	proc_start	1523194818
TOP.5aca1bc2.00019b47	proc_stop	1523194822
TOP.5aca1bc2.00019b47	STOP
TOP.5aca1be3.000ba07d	START
TOP.5aca1be3.000ba07d	user_options->separator	:
TOP.5aca1be3.000ba07d	user_options->encoding_from	utf-8
TOP.5aca1be3.000ba07d	user_options->encoding_to	utf-8
TOP.5aca1be3.000ba07d	user_options->outfile	..\out\1.out
TOP.5aca1be3.000ba07d	user_options->rule_buf_l	:
TOP.5aca1be3.000ba07d	user_options->rule_buf_r	:
TOP.5aca1be3.000ba07d	user_options->session	hashcat
TOP.5aca1be3.000ba07d	user_options->limit	0
TOP.5aca1be3.000ba07d	user_options->skip	0
TOP.5aca1be3.000ba07d	user_options->attack_mode	3
TOP.5aca1be3.000ba07d	user_options->benchmark	0
TOP.5aca1be3.000ba07d	user_options->benchmark_all	0
TOP.5aca1be3.000ba07d	user_options->bitmap_max	24
TOP.5aca1be3.000ba07d	user_options->bitmap_min	16
TOP.5aca1be3.000ba07d	user_options->debug_mode	0
TOP.5aca1be3.000ba07d	user_options->example_hashes	0
TOP.5aca1be3.000ba07d	user_options->force	0
TOP.5aca1be3.000ba07d	user_options->gpu_temp_abort	90
TOP.5aca1be3.000ba07d	user_options->gpu_temp_disable	0
TOP.5aca1be3.000ba07d	user_options->hash_mode	0
TOP.5aca1be3.000ba07d	user_options->hex_charset	0
TOP.5aca1be3.000ba07d	user_options->hex_salt	0
TOP.5aca1be3.000ba07d	user_options->hex_wordlist	0
TOP.5aca1be3.000ba07d	user_options->increment	0
TOP.5aca1be3.000ba07d	user_options->increment_max	256
TOP.5aca1be3.000ba07d	user_options->increment_min	1
TOP.5aca1be3.000ba07d	user_options->keep_guessing	0
TOP.5aca1be3.000ba07d	user_options->kernel_accel	0
TOP.5aca1be3.000ba07d	user_options->kernel_loops	0
TOP.5aca1be3.000ba07d	user_options->keyspace	0
TOP.5aca1be3.000ba07d	user_options->left	0
TOP.5aca1be3.000ba07d	user_options->logfile_disable	0
TOP.5aca1be3.000ba07d	user_options->loopback	0
TOP.5aca1be3.000ba07d	user_options->machine_readable	0
TOP.5aca1be3.000ba07d	user_options->markov_classic	0
TOP.5aca1be3.000ba07d	user_options->markov_disable	0
TOP.5aca1be3.000ba07d	user_options->markov_threshold	256
TOP.5aca1be3.000ba07d	user_options->nvidia_spin_damp	100
TOP.5aca1be3.000ba07d	user_options->opencl_info	0
TOP.5aca1be3.000ba07d	user_options->opencl_vector_width	0
TOP.5aca1be3.000ba07d	user_options->optimized_kernel_enable	0
TOP.5aca1be3.000ba07d	user_options->outfile_autohex	1
TOP.5aca1be3.000ba07d	user_options->outfile_check_timer	5
TOP.5aca1be3.000ba07d	user_options->outfile_format	3
TOP.5aca1be3.000ba07d	user_options->wordlist_autohex_disable	0
TOP.5aca1be3.000ba07d	user_options->potfile_disable	1
TOP.5aca1be3.000ba07d	user_options->progress_only	0
TOP.5aca1be3.000ba07d	user_options->quiet	0
TOP.5aca1be3.000ba07d	user_options->remove	0
TOP.5aca1be3.000ba07d	user_options->remove_timer	60
TOP.5aca1be3.000ba07d	user_options->restore	0
TOP.5aca1be3.000ba07d	user_options->restore_disable	0
TOP.5aca1be3.000ba07d	user_options->restore_timer	60
TOP.5aca1be3.000ba07d	user_options->rp_files_cnt	0
TOP.5aca1be3.000ba07d	user_options->rp_gen	0
TOP.5aca1be3.000ba07d	user_options->rp_gen_func_max	4
TOP.5aca1be3.000ba07d	user_options->rp_gen_func_min	1
TOP.5aca1be3.000ba07d	user_options->rp_gen_seed	0
TOP.5aca1be3.000ba07d	user_options->runtime	0
TOP.5aca1be3.000ba07d	user_options->scrypt_tmto	0
TOP.5aca1be3.000ba07d	user_options->segment_size	33554432
TOP.5aca1be3.000ba07d	user_options->self_test_disable	0
TOP.5aca1be3.000ba07d	user_options->show	0
TOP.5aca1be3.000ba07d	user_options->speed_only	0
TOP.5aca1be3.000ba07d	user_options->status	0
TOP.5aca1be3.000ba07d	user_options->status_timer	10
TOP.5aca1be3.000ba07d	user_options->stdout_flag	0
TOP.5aca1be3.000ba07d	user_options->usage	0
TOP.5aca1be3.000ba07d	user_options->username	0
TOP.5aca1be3.000ba07d	user_options->veracrypt_pim	0
TOP.5aca1be3.000ba07d	user_options->version	0
TOP.5aca1be3.000ba07d	user_options->workload_profile	2
TOP.5aca1be3.000ba07d	hashes->hashfile	..\hash\1.hash
TOP.5aca1be3.000ba07d	hashes->hashlist_mode	4
TOP.5aca1be3.000ba07d	hashes->hashlist_format	0
TOP.5aca1be3.000ba07d	hashes->hashes_cnt	0
TOP.5aca1be3.000ba07d	hashes->digests_cnt	1
TOP.5aca1be3.000ba07d	hashes->digests_done	0
TOP.5aca1be3.000ba07d	hashes->salts_cnt	1
TOP.5aca1be3.000ba07d	hashes->salts_done	0
TOP.5aca1be3.000ba07d	SUB.5aca1be6.00069665	START
TOP.5aca1be3.000ba07d	SUB.5aca1be6.00069665	mask_ctx->mask	?d?d?d?d?d
TOP.5aca1be3.000ba07d	SUB.5aca1be6.00069665	runtime_start	1523194854
TOP.5aca1be3.000ba07d	SUB.5aca1be6.00069665	runtime_stop	1523194854
TOP.5aca1be3.000ba07d	SUB.5aca1be6.00069665	status-after-work	6
TOP.5aca1be3.000ba07d	SUB.5aca1be6.00069665	STOP
TOP.5aca1be3.000ba07d	proc_start	1523194851
TOP.5aca1be3.000ba07d	proc_stop	1523194855
TOP.5aca1be3.000ba07d	STOP
